curriculum_scale,efficiency
1.0,0.9104499816894531
1.0,0.9332845211029053
1.0,0.9757528305053711
1.0,0.9361634254455566
1.0,0.923396110534668
1.0,0.9113917350769043
1.0,0.9330341815948486
1.0,0.9320924282073975
1.0,0.9238014221191406
1.0,0.9437153339385986
1.0,0.9761521816253662
1.0,0.9471068382263184
1.0,0.9238550662994385
1.0,0.9533116817474365
1.0,0.9836564064025879
1.0,0.9416172504425049
1.0,0.9870240688323975
1.0,0.9078810214996338
1.0,0.9365448951721191
1.0,0.947357177734375
1.0,0.9233067035675049
1.0,0.9848604202270508
1.0,0.9012947082519531
1.0,0.9844074249267578
1.0,0.9107062816619873
1.0,0.9789714813232422
1.0,0.9283730983734131
1.0,0.9295711517333984
1.0,0.9313473701477051
1.0,0.9170482158660889
1.0,0.9404609203338623
1.0,0.9324500560760498
1.0,0.9521195888519287
1.0,0.9724388122558594
1.0,0.9822080135345459
1.0,0.9100804328918457
1.0,0.9870479106903076
1.0,0.9306678771972656
1.0,0.972754716873169
1.0,0.9189317226409912
1.0,0.9770104885101318
1.0,0.9662160873413086
1.0,0.9517679214477539
1.0,0.9195992946624756
1.0,0.9384284019470215
1.0,0.9413967132568359
1.0,0.9069571495056152
1.0,0.9784886837005615
1.0,0.9037206172943115
1.0,0.9402523040771484
1.0,0.9686062335968018
1.0,0.9858081340789795
1.0,0.9348819255828857
1.0,0.913322925567627
1.0,0.9419689178466797
1.0,0.9452471733093262
1.0,0.9861299991607666
1.0,0.9786853790283203
1.0,0.9660134315490723
1.0,0.9532580375671387
1.0,0.9153375625610352
1.0,0.9480724334716797
1.0,0.9112963676452637
1.0,0.9556243419647217
1.0,0.939948320388794
1.0,0.9611020088195801
1.0,0.9315381050109863
1.0,0.9312162399291992
1.0,0.9250471591949463
1.0,0.9214708805084229
1.0,0.9024927616119385
1.0,0.9514400959014893
1.0,0.9407708644866943
1.0,0.9139726161956787
1.0,0.9558210372924805
1.0,0.9763607978820801
1.0,0.9869942665100098
1.0,0.9802112579345703
1.0,0.9457895755767822
1.0,0.908977746963501
1.0,0.9572575092315674
1.0,0.9886035919189453
1.0,0.9031901359558105
1.0,0.939185380935669
1.0,0.98665452003479
1.0,0.9129533767700195
1.0,0.9200701713562012
1.0,0.9357998371124268
1.0,0.9462902545928955
1.0,0.9579548835754395
1.0,0.9822914600372314
1.0,0.9053835868835449
1.0,0.9107897281646729
1.0,0.9475717544555664
1.0,0.9603092670440674
1.0,0.9882876873016357
1.0,0.9156534671783447
1.0,0.9066829681396484
1.0,0.9463677406311035
