step,env_id,time_s,dropped,drop_prob
117,1,1.17,0,0.2423
117,2,1.17,1,0.2851
117,3,1.17,0,0.1079
117,4,1.17,0,0.269
117,5,1.17,1,0.1147
117,6,1.17,0,0.0362
117,7,1.17,0,0.1396
118,0,1.18,0,0.0575
118,1,1.18,1,0.1236
118,2,1.18,0,0.2082
118,3,1.18,0,0.0083
118,4,1.18,0,0.2765
118,5,1.18,0,0.1746
118,6,1.18,0,0.1748
118,7,1.18,0,0.0285
119,0,1.19,0,0.1578
119,1,1.19,0,0.1695
119,2,1.19,0,0.2571
119,3,1.19,1,0.2127
119,4,1.19,0,0.1111
119,5,1.19,0,0.292
119,6,1.19,0,0.257
119,7,1.19,0,0.0852
120,0,1.2,0,0.0645
120,1,1.2,0,0.0192
120,2,1.2,0,0.1132
120,3,1.2,1,0.1583
120,4,1.2,0,0.1538
120,5,1.2,0,0.1065
120,6,1.2,0,0.1414
120,7,1.2,0,0.1522
121,0,1.21,0,0.2193
121,1,1.21,1,0.2113
121,2,1.21,0,0.2428
121,3,1.21,0,0.0874
121,4,1.21,0,0.0939
121,5,1.21,0,0.1893
121,6,1.21,0,0.0312
121,7,1.21,1,0.2814
122,0,1.22,0,0.2598
122,1,1.22,0,0.0012
122,2,1.22,0,0.0671
122,3,1.22,0,0.0487
122,4,1.22,0,0.1825
122,5,1.22,0,0.22
122,6,1.22,1,0.1078
122,7,1.22,0,0.1255
123,0,1.23,0,0.0883
123,1,1.23,0,0.0264
123,2,1.23,1,0.1563
123,3,1.23,0,0.0718
123,4,1.23,0,0.1399
123,5,1.23,1,0.156
123,6,1.23,0,0.2925
123,7,1.23,0,0.0051
124,0,1.24,0,0.0955
124,1,1.24,0,0.0568
124,2,1.24,0,0.2069
124,3,1.24,0,0.2898
124,4,1.24,0,0.1164
124,5,1.24,0,0.0332
124,6,1.24,0,0.1562
124,7,1.24,0,0.0071
125,0,1.25,0,0.0689
125,1,1.25,0,0.0675
125,2,1.25,0,0.2244
125,3,1.25,1,0.242
125,4,1.25,0,0.211
125,5,1.25,0,0.2171
125,6,1.25,0,0.2513
125,7,1.25,0,0.1536
126,0,1.26,0,0.1238
126,1,1.26,0,0.2922
126,2,1.26,0,0.0911
126,3,1.26,0,0.0841
126,4,1.26,1,0.2337
126,5,1.26,0,0.2423
126,6,1.26,0,0.0173
126,7,1.26,0,0.2527
127,0,1.27,0,0.0322
127,1,1.27,0,0.1463
127,2,1.27,1,0.1663
127,3,1.27,0,0.0814
127,4,1.27,0,0.0615
127,5,1.27,0,0.0097
127,6,1.27,0,0.1658
127,7,1.27,0,0.2556
128,0,1.28,0,0.1115
128,1,1.28,0,0.0622
128,2,1.28,0,0.0347
128,3,1.28,0,0.0674
128,4,1.28,0,0.2608
128,5,1.28,0,0.0712
128,6,1.28,0,0.1732
128,7,1.28,0,0.0832
129,0,1.29,0,0.084
129,1,1.29,0,0.0784
129,2,1.29,0,0.1063
129,3,1.29,0,0.1045
129,4,1.29,0,0.0638
129,5,1.29,0,0.0598
129,6,1.29,0,0.0635
129,7,1.29,0,0.0193
130,0,1.3,0,0.2908
130,1,1.3,0,0.0201
130,2,1.3,0,0.1451
130,3,1.3,0,0.1844
130,4,1.3,0,0.0419
130,5,1.3,0,0.1321
130,6,1.3,0,0.0645
130,7,1.3,0,0.0757
131,0,1.31,1,0.2174
131,1,1.31,0,0.0943
131,2,1.31,1,0.2341
131,3,1.31,0,0.122
131,4,1.31,0,0.183
131,5,1.31,0,0.2128
131,6,1.31,0,0.2754
131,7,1.31,0,0.2862
132,0,1.32,0,0.0309
132,1,1.32,0,0.1695
132,2,1.32,0,0.1213
132,3,1.32,1,0.1361
132,4,1.32,0,0.2771
132,5,1.32,0,0.155
132,6,1.32,0,0.2107
132,7,1.32,0,0.0677
133,0,1.33,0,0.0067
133,1,1.33,0,0.0641
133,2,1.33,0,0.0299
133,3,1.33,0,0.0903
133,4,1.33,0,0.2017
133,5,1.33,0,0.1773
133,6,1.33,1,0.174
133,7,1.33,0,0.2291
134,0,1.34,0,0.1176
134,1,1.34,0,0.0143
134,2,1.34,0,0.1423
134,3,1.34,1,0.2956
134,4,1.34,0,0.086
134,5,1.34,0,0.1965
134,6,1.34,0,0.267
134,7,1.34,0,0.0732
135,0,1.35,0,0.2534
135,1,1.35,0,0.2229
135,2,1.35,1,0.0701
135,3,1.35,0,0.2241
135,4,1.35,0,0.1457
135,5,1.35,0,0.1903
135,6,1.35,1,0.0496
135,7,1.35,0,0.0271
136,0,1.36,0,0.1434
136,1,1.36,0,0.1203
136,2,1.36,0,0.086
136,3,1.36,0,0.2419
136,4,1.36,0,0.1286
136,5,1.36,0,0.0802
136,6,1.36,1,0.2244
136,7,1.36,0,0.2993
137,0,1.37,1,0.0269
137,1,1.37,0,0.2622
137,2,1.37,0,0.1305
137,3,1.37,0,0.1301
137,4,1.37,0,0.1092
137,5,1.37,0,0.0361
137,6,1.37,1,0.1737
137,7,1.37,0,0.0099
138,0,1.38,0,0.0989
138,1,1.38,0,0.2687
138,2,1.38,0,0.138
138,3,1.38,0,0.1189
138,4,1.38,0,0.2107
138,5,1.38,0,0.0633
138,6,1.38,1,0.079
138,7,1.38,0,0.2983
139,0,1.39,0,0.039
139,1,1.39,0,0.0966
139,2,1.39,0,0.1027
139,3,1.39,0,0.1801
139,4,1.39,0,0.2028
139,5,1.39,0,0.2195
139,6,1.39,1,0.2936
139,7,1.39,1,0.2867
140,0,1.4,1,0.1655
140,1,1.4,0,0.2764
140,2,1.4,0,0.0267
140,3,1.4,0,0.2598
140,4,1.4,0,0.1558
140,5,1.4,0,0.1963
140,6,1.4,0,0.1504
140,7,1.4,0,0.2995
141,0,1.41,0,0.1095
141,1,1.41,0,0.1863
141,2,1.41,1,0.1784
141,3,1.41,0,0.0554
141,4,1.41,0,0.2266
141,5,1.41,0,0.0978
141,6,1.41,1,0.1353
141,7,1.41,0,0.0966
142,0,1.42,0,0.112
142,1,1.42,0,0.085
142,2,1.42,0,0.2238
142,3,1.42,0,0.0815
142,4,1.42,0,0.052
142,5,1.42,0,0.1272
142,6,1.42,0,0.1696
142,7,1.42,1,0.1495
143,0,1.43,0,0.0994
143,1,1.43,0,0.0736
143,2,1.43,0,0.1841
143,3,1.43,0,0.1184
143,4,1.43,0,0.1965
143,5,1.43,0,0.2093
143,6,1.43,0,0.2884
143,7,1.43,0,0.0563
144,0,1.44,0,0.0492
144,1,1.44,0,0.2618
144,2,1.44,0,0.2487
144,3,1.44,0,0.0287
144,4,1.44,0,0.2612
144,5,1.44,0,0.0286
144,6,1.44,1,0.0526
144,7,1.44,0,0.0997
145,0,1.45,0,0.0883
145,1,1.45,0,0.0847
145,2,1.45,0,0.2207
145,3,1.45,0,0.1592
145,4,1.45,0,0.0727
145,5,1.45,0,0.0576
145,6,1.45,0,0.194
145,7,1.45,0,0.1579
146,0,1.46,0,0.0733
146,1,1.46,0,0.1279
146,2,1.46,0,0.1485
146,3,1.46,0,0.0443
146,4,1.46,0,0.2292
146,5,1.46,0,0.0858
146,6,1.46,0,0.1243
146,7,1.46,0,0.0185
147,0,1.47,0,0.1391
147,1,1.47,0,0.053
147,2,1.47,0,0.1026
147,3,1.47,1,0.209
147,4,1.47,0,0.2868
147,5,1.47,0,0.0896
147,6,1.47,0,0.0662
147,7,1.47,0,0.0441
148,0,1.48,0,0.1048
148,1,1.48,0,0.0136
148,2,1.48,0,0.2471
148,3,1.48,1,0.2708
148,4,1.48,0,0.0175
148,5,1.48,0,0.1146
148,6,1.48,0,0.0881
148,7,1.48,0,0.054
149,0,1.49,0,0.2101
149,1,1.49,0,0.0451
149,2,1.49,0,0.2452
149,3,1.49,0,0.1216
149,4,1.49,0,0.2553
149,5,1.49,0,0.2247
149,6,1.49,0,0.122
149,7,1.49,0,0.2246
150,0,1.5,0,0.1115
150,1,1.5,0,0.2899
150,2,1.5,0,0.1179
150,3,1.5,0,0.263
150,4,1.5,0,0.053
150,5,1.5,1,0.1639
150,6,1.5,0,0.1892
150,7,1.5,1,0.2166
151,0,1.51,0,0.0065
151,1,1.51,0,0.0367
151,2,1.51,0,0.0683
151,3,1.51,0,0.2204
151,4,1.51,0,0.0729
151,5,1.51,0,0.0624
151,6,1.51,0,0.2826
151,7,1.51,0,0.0964
152,0,1.52,0,0.0091
152,1,1.52,1,0.1078
152,2,1.52,0,0.0828
152,3,1.52,0,0.1435
152,4,1.52,0,0.1787
152,5,1.52,1,0.1603
152,6,1.52,1,0.1066
152,7,1.52,0,0.1116
153,0,1.53,0,0.2453
153,1,1.53,0,0.2697
153,2,1.53,0,0.1198
153,3,1.53,0,0.2338
153,4,1.53,0,0.0248
153,5,1.53,1,0.1085
153,6,1.53,0,0.197
153,7,1.53,0,0.2602
154,0,1.54,0,0.1925
154,1,1.54,0,0.1507
154,2,1.54,0,0.2612
154,3,1.54,0,0.1991
154,4,1.54,1,0.1914
154,5,1.54,1,0.2753
154,6,1.54,0,0.0154
154,7,1.54,0,0.0004
155,0,1.55,1,0.1674
155,1,1.55,0,0.0238
155,2,1.55,0,0.2986
155,3,1.55,0,0.1762
155,4,1.55,1,0.2038
155,5,1.55,0,0.1905
155,6,1.55,0,0.0672
155,7,1.55,1,0.2991
156,0,1.56,0,0.0303
156,1,1.56,0,0.0309
156,2,1.56,1,0.2892
156,3,1.56,0,0.1582
156,4,1.56,0,0.1799
156,5,1.56,0,0.119
156,6,1.56,1,0.2272
156,7,1.56,0,0.2253
157,0,1.57,0,0.2199
157,1,1.57,0,0.0866
157,2,1.57,0,0.0187
157,3,1.57,0,0.275
157,4,1.57,0,0.2307
157,5,1.57,0,0.0996
157,6,1.57,1,0.0715
157,7,1.57,0,0.0138
158,0,1.58,1,0.2681
158,1,1.58,0,0.141
158,2,1.58,1,0.296
158,3,1.58,1,0.1336
158,4,1.58,0,0.0623
158,5,1.58,0,0.0764
158,6,1.58,0,0.1843
158,7,1.58,0,0.1501
159,0,1.59,0,0.1245
159,1,1.59,0,0.037
159,2,1.59,0,0.0443
159,3,1.59,0,0.0682
159,4,1.59,0,0.1025
159,5,1.59,0,0.2277
159,6,1.59,1,0.2781
159,7,1.59,0,0.0592
160,0,1.6,0,0.2464
160,1,1.6,0,0.0462
160,2,1.6,0,0.0792
160,3,1.6,0,0.1248
160,4,1.6,1,0.2073
160,5,1.6,0,0.0039
160,6,1.6,0,0.1572
160,7,1.6,0,0.1201
161,0,1.61,0,0.1484
161,1,1.61,0,0.1547
161,2,1.61,1,0.2754
161,3,1.61,1,0.2369
161,4,1.61,0,0.2869
161,5,1.61,0,0.0109
161,6,1.61,0,0.2009
161,7,1.61,0,0.046
162,0,1.62,0,0.1896
162,1,1.62,0,0.269
162,2,1.62,0,0.1948
162,3,1.62,0,0.2084
162,4,1.62,0,0.0439
162,5,1.62,1,0.1888
162,6,1.62,0,0.1451
162,7,1.62,0,0.2577
163,0,1.63,0,0.1705
163,1,1.63,0,0.1671
163,2,1.63,0,0.2049
163,3,1.63,1,0.1261
163,4,1.63,0,0.1776
163,5,1.63,0,0.0732
163,6,1.63,0,0.064
163,7,1.63,0,0.1877
164,0,1.64,0,0.2623
164,1,1.64,0,0.1112
164,2,1.64,0,0.0145
164,3,1.64,0,0.1138
164,4,1.64,0,0.2124
164,5,1.64,1,0.2614
164,6,1.64,0,0.1678
164,7,1.64,0,0.0259
165,0,1.65,0,0.1757
165,1,1.65,0,0.1944
165,2,1.65,1,0.1804
165,3,1.65,0,0.1886
165,4,1.65,0,0.017
165,5,1.65,0,0.1474
165,6,1.65,0,0.105
165,7,1.65,0,0.0505
166,0,1.66,0,0.0616
166,1,1.66,0,0.0069
166,2,1.66,1,0.2912
166,3,1.66,1,0.1669
166,4,1.66,0,0.1412
166,5,1.66,0,0.0458
166,6,1.66,0,0.1612
166,7,1.66,1,0.1989
167,0,1.67,0,0.2686
167,1,1.67,0,0.1673
167,2,1.67,0,0.1616
167,3,1.67,0,0.1424
167,4,1.67,0,0.269
167,5,1.67,0,0.2861
167,6,1.67,0,0.1754
167,7,1.67,0,0.2505
168,0,1.68,0,0.0473
168,1,1.68,0,0.0777
168,2,1.68,0,0.2106
168,3,1.68,0,0.1094
168,4,1.68,0,0.0149
168,5,1.68,0,0.2205
168,6,1.68,0,0.0517
168,7,1.68,0,0.2407
169,0,1.69,0,0.1479
169,1,1.69,0,0.1555
169,2,1.69,1,0.2589
169,3,1.69,0,0.1816
169,4,1.69,0,0.1134
169,5,1.69,1,0.1921
169,6,1.69,0,0.0181
169,7,1.69,0,0.1191
170,0,1.7,0,0.2794
170,1,1.7,0,0.0381
170,2,1.7,0,0.26
170,3,1.7,0,0.1703
170,4,1.7,0,0.0165
170,5,1.7,0,0.1415
170,6,1.7,0,0.1279
170,7,1.7,0,0.247
171,0,1.71,0,0.0489
171,1,1.71,0,0.203
171,2,1.71,1,0.2976
171,3,1.71,0,0.141
171,4,1.71,1,0.2544
171,5,1.71,0,0.1702
171,6,1.71,1,0.1053
171,7,1.71,1,0.272
172,0,1.72,0,0.2968
172,1,1.72,0,0.1329
172,2,1.72,1,0.2633
172,3,1.72,0,0.2562
172,4,1.72,0,0.1905
172,5,1.72,0,0.1925
172,6,1.72,0,0.0192
172,7,1.72,0,0.2166
173,0,1.73,0,0.297
173,1,1.73,0,0.233
173,2,1.73,0,0.003
173,3,1.73,0,0.2284
173,4,1.73,1,0.2927
173,5,1.73,1,0.2261
173,6,1.73,0,0.1061
173,7,1.73,0,0.217
174,0,1.74,0,0.0029
174,1,1.74,0,0.1683
174,2,1.74,0,0.0708
174,3,1.74,0,0.0949
174,4,1.74,0,0.0852
174,5,1.74,0,0.1368
174,6,1.74,0,0.0096
174,7,1.74,0,0.2267
175,0,1.75,1,0.1379
175,1,1.75,0,0.2935
175,2,1.75,0,0.2682
175,3,1.75,0,0.0754
175,4,1.75,0,0.0787
175,5,1.75,0,0.2266
175,6,1.75,0,0.1137
175,7,1.75,0,0.2112
176,0,1.76,1,0.196
176,1,1.76,0,0.0598
176,2,1.76,0,0.2833
176,3,1.76,1,0.0873
176,4,1.76,0,0.0459
176,5,1.76,0,0.1101
176,6,1.76,0,0.118
176,7,1.76,0,0.03
177,0,1.77,1,0.2259
177,1,1.77,1,0.1496
177,2,1.77,0,0.2754
177,3,1.77,0,0.0547
177,4,1.77,0,0.1184
177,5,1.77,0,0.2417
177,6,1.77,0,0.0537
177,7,1.77,0,0.1378
178,0,1.78,0,0.0786
178,1,1.78,0,0.1628
178,2,1.78,0,0.2258
178,3,1.78,0,0.1207
178,4,1.78,0,0.1741
178,5,1.78,1,0.2764
178,6,1.78,0,0.0394
178,7,1.78,0,0.2371
179,0,1.79,0,0.1263
179,1,1.79,1,0.2957
179,2,1.79,0,0.1793
179,3,1.79,1,0.1067
179,4,1.79,0,0.1038
179,5,1.79,0,0.0761
179,6,1.79,0,0.2415
179,7,1.79,0,0.2813
180,0,1.8,0,0.1458
180,1,1.8,1,0.2387
180,2,1.8,0,0.2429
180,3,1.8,0,0.013
180,4,1.8,0,0.0392
180,5,1.8,0,0.1032
180,6,1.8,0,0.0982
180,7,1.8,0,0.2621
181,0,1.81,0,0.2509
181,1,1.81,0,0.0624
181,2,1.81,0,0.0162
181,3,1.81,0,0.274
181,4,1.81,0,0.018
181,5,1.81,1,0.2063
181,6,1.81,1,0.2956
181,7,1.81,0,0.1894
182,0,1.82,0,0.0759
182,1,1.82,0,0.0082
182,2,1.82,0,0.0483
182,3,1.82,0,0.2694
182,4,1.82,0,0.2394
182,5,1.82,0,0.1233
182,6,1.82,0,0.0794
182,7,1.82,1,0.2781
183,0,1.83,0,0.021
183,1,1.83,0,0.1936
183,2,1.83,0,0.0884
183,3,1.83,1,0.2487
183,4,1.83,0,0.1331
183,5,1.83,0,0.2936
183,6,1.83,1,0.148
183,7,1.83,0,0.1335
184,0,1.84,0,0.2519
184,1,1.84,1,0.2727
184,2,1.84,0,0.0498
184,3,1.84,0,0.0251
184,4,1.84,1,0.0711
184,5,1.84,0,0.0121
184,6,1.84,0,0.0271
184,7,1.84,0,0.0044
185,0,1.85,0,0.1478
185,1,1.85,0,0.0196
185,2,1.85,1,0.128
185,3,1.85,0,0.136
185,4,1.85,0,0.179
185,5,1.85,1,0.2626
185,6,1.85,0,0.051
185,7,1.85,0,0.0728
186,0,1.86,0,0.1429
186,1,1.86,0,0.0561
186,2,1.86,0,0.0329
186,3,1.86,0,0.1681
186,4,1.86,0,0.2394
186,5,1.86,0,0.0307
186,6,1.86,0,0.1686
186,7,1.86,0,0.0575
187,0,1.87,1,0.0491
187,1,1.87,1,0.068
187,2,1.87,0,0.2618
187,3,1.87,0,0.1198
187,4,1.87,0,0.0154
187,5,1.87,0,0.0337
187,6,1.87,0,0.0665
187,7,1.87,0,0.0062
188,0,1.88,0,0.1762
188,1,1.88,0,0.2572
188,2,1.88,0,0.1459
188,3,1.88,0,0.1254
188,4,1.88,0,0.0093
188,5,1.88,0,0.0989
188,6,1.88,0,0.162
188,7,1.88,1,0.1826
189,0,1.89,0,0.2954
189,1,1.89,0,0.1599
189,2,1.89,0,0.2541
189,3,1.89,0,0.153
189,4,1.89,0,0.181
189,5,1.89,1,0.1174
189,6,1.89,0,0.2361
189,7,1.89,0,0.025
190,0,1.9,0,0.1427
190,1,1.9,0,0.061
190,2,1.9,0,0.0446
190,3,1.9,0,0.1704
190,4,1.9,0,0.1596
190,5,1.9,0,0.2308
190,6,1.9,0,0.1698
190,7,1.9,0,0.2832
191,0,1.91,0,0.1352
191,1,1.91,0,0.0511
191,2,1.91,0,0.0478
191,3,1.91,0,0.0817
191,4,1.91,0,0.132
191,5,1.91,0,0.1648
191,6,1.91,0,0.2025
191,7,1.91,0,0.2382
192,0,1.92,0,0.013
192,1,1.92,0,0.2358
192,2,1.92,0,0.1935
192,3,1.92,0,0.0411
192,4,1.92,0,0.135
192,5,1.92,1,0.2128
192,6,1.92,0,0.1725
192,7,1.92,1,0.1418
193,0,1.93,0,0.2048
193,1,1.93,0,0.0997
193,2,1.93,0,0.0766
193,3,1.93,0,0.1572
193,4,1.93,0,0.0856
193,5,1.93,0,0.1778
193,6,1.93,0,0.0805
193,7,1.93,0,0.2538
194,0,1.94,0,0.0589
194,1,1.94,0,0.1355
194,2,1.94,0,0.0927
194,3,1.94,0,0.0492
194,4,1.94,0,0.0119
194,5,1.94,0,0.1917
194,6,1.94,0,0.0839
194,7,1.94,0,0.0394
195,0,1.95,0,0.0169
195,1,1.95,0,0.295
195,2,1.95,0,0.024
195,3,1.95,0,0.1544
195,4,1.95,0,0.1449
195,5,1.95,0,0.0763
195,6,1.95,0,0.0171
195,7,1.95,0,0.0141
196,0,1.96,0,0.1856
196,1,1.96,0,0.1413
196,2,1.96,0,0.0664
196,3,1.96,0,0.0696
196,4,1.96,0,0.1916
196,5,1.96,0,0.1077
196,6,1.96,0,0.1601
196,7,1.96,0,0.2629
197,0,1.97,0,0.1204
197,1,1.97,0,0.1414
197,2,1.97,0,0.1493
197,3,1.97,0,0.2562
197,4,1.97,1,0.1563
197,5,1.97,0,0.1879
197,6,1.97,0,0.0135
197,7,1.97,1,0.1113
198,0,1.98,0,0.2413
198,1,1.98,0,0.1645
198,2,1.98,0,0.1529
198,3,1.98,1,0.2095
198,4,1.98,0,0.1833
198,5,1.98,1,0.0789
198,6,1.98,0,0.1553
198,7,1.98,0,0.1782
199,0,1.99,0,0.2024
199,1,1.99,1,0.2849
199,2,1.99,0,0.0168
199,3,1.99,1,0.05
199,4,1.99,0,0.0628
199,5,1.99,0,0.1164
199,6,1.99,1,0.0596
199,7,1.99,1,0.1565
200,0,2.0,0,0.0929
200,1,2.0,0,0.0753
200,2,2.0,1,0.0149
200,3,2.0,0,0.1384
200,4,2.0,0,0.2915
200,5,2.0,0,0.0751
200,6,2.0,0,0.0619
200,7,2.0,1,0.2563
201,0,2.01,0,0.109
201,1,2.01,1,0.2099
201,2,2.01,1,0.2591
201,3,2.01,1,0.2277
201,4,2.01,0,0.2833
201,5,2.01,0,0.11
201,6,2.01,0,0.2778
201,7,2.01,0,0.0197
202,0,2.02,0,0.1486
202,1,2.02,0,0.0188
202,2,2.02,0,0.0252
202,3,2.02,0,0.2299
202,4,2.02,1,0.2785
202,5,2.02,0,0.0007
202,6,2.02,0,0.0915
202,7,2.02,0,0.1883
203,0,2.03,0,0.1348
203,1,2.03,0,0.0258
203,2,2.03,0,0.0669
203,3,2.03,0,0.0513
203,4,2.03,0,0.0612
203,5,2.03,0,0.2015
203,6,2.03,0,0.1883
203,7,2.03,1,0.1968
204,0,2.04,0,0.0752
204,1,2.04,0,0.0503
204,2,2.04,0,0.0775
204,3,2.04,1,0.2833
204,4,2.04,0,0.0996
204,5,2.04,0,0.2235
204,6,2.04,0,0.112
204,7,2.04,0,0.0235
205,0,2.05,0,0.0099
205,1,2.05,1,0.2582
205,2,2.05,1,0.2582
205,3,2.05,0,0.1802
205,4,2.05,0,0.2738
205,5,2.05,0,0.0799
205,6,2.05,0,0.1479
205,7,2.05,0,0.1564
206,0,2.06,0,0.0813
206,1,2.06,0,0.1901
206,2,2.06,0,0.1337
206,3,2.06,0,0.1132
206,4,2.06,0,0.0404
206,5,2.06,0,0.1176
206,6,2.06,0,0.2545
206,7,2.06,0,0.1152
207,0,2.07,1,0.2391
207,1,2.07,1,0.2157
207,2,2.07,0,0.2112
207,3,2.07,0,0.2619
207,4,2.07,1,0.1526
207,5,2.07,0,0.0558
207,6,2.07,0,0.2398
207,7,2.07,1,0.2238
208,0,2.08,0,0.2005
208,1,2.08,0,0.1453
208,2,2.08,0,0.2945
208,3,2.08,0,0.079
208,4,2.08,0,0.1113
208,5,2.08,0,0.1366
208,6,2.08,0,0.0057
208,7,2.08,0,0.1244
209,0,2.09,0,0.0722
209,1,2.09,0,0.2943
209,2,2.09,1,0.2696
209,3,2.09,0,0.0464
209,4,2.09,0,0.2157
209,5,2.09,0,0.0363
209,6,2.09,0,0.0936
209,7,2.09,0,0.066
210,0,2.1,1,0.1649
210,1,2.1,0,0.1478
210,2,2.1,0,0.1338
210,3,2.1,0,0.0173
210,4,2.1,0,0.2092
210,5,2.1,1,0.2248
210,6,2.1,1,0.287
210,7,2.1,0,0.1998
211,0,2.11,0,0.1239
211,1,2.11,0,0.0823
211,2,2.11,1,0.2682
211,3,2.11,0,0.1681
211,4,2.11,0,0.0761
211,5,2.11,0,0.0394
211,6,2.11,0,0.1895
211,7,2.11,0,0.1527
212,0,2.12,0,0.0664
212,1,2.12,1,0.2001
212,2,2.12,0,0.1515
212,3,2.12,0,0.2159
212,4,2.12,0,0.0674
212,5,2.12,0,0.0745
212,6,2.12,0,0.1894
212,7,2.12,0,0.174
213,0,2.13,0,0.0829
213,1,2.13,0,0.0434
213,2,2.13,1,0.1561
213,3,2.13,1,0.2676
213,4,2.13,0,0.0052
213,5,2.13,0,0.1691
213,6,2.13,0,0.2576
213,7,2.13,1,0.1357
214,0,2.14,1,0.2647
214,1,2.14,1,0.2852
214,2,2.14,1,0.2956
214,3,2.14,0,0.0167
214,4,2.14,0,0.0342
214,5,2.14,0,0.1594
214,6,2.14,0,0.1864
214,7,2.14,0,0.0063
215,0,2.15,0,0.0428
215,1,2.15,1,0.1236
215,2,2.15,0,0.1524
215,3,2.15,0,0.0013
215,4,2.15,0,0.2458
215,5,2.15,1,0.2345
215,6,2.15,0,0.0739
215,7,2.15,0,0.0139
216,0,2.16,0,0.0849
216,1,2.16,0,0.2484
216,2,2.16,0,0.0747
216,3,2.16,0,0.094
216,4,2.16,0,0.0706
216,5,2.16,0,0.2423
216,6,2.16,0,0.1517
216,7,2.16,0,0.1272
217,0,2.17,0,0.1727
217,1,2.17,1,0.2929
217,2,2.17,0,0.1635
217,3,2.17,0,0.2045
217,4,2.17,0,0.2146
217,5,2.17,1,0.0967
217,6,2.17,1,0.2714
217,7,2.17,0,0.1394
218,0,2.18,1,0.1479
218,1,2.18,0,0.2048
218,2,2.18,0,0.2955
218,3,2.18,0,0.1667
218,4,2.18,0,0.1847
218,5,2.18,0,0.0745
218,6,2.18,0,0.2932
218,7,2.18,1,0.1885
219,0,2.19,0,0.1959
219,1,2.19,0,0.2244
219,2,2.19,0,0.1695
219,3,2.19,0,0.1929
219,4,2.19,0,0.1207
219,5,2.19,0,0.2457
219,6,2.19,0,0.1066
219,7,2.19,0,0.078
220,0,2.2,0,0.1257
220,1,2.2,0,0.1982
220,2,2.2,0,0.1779
220,3,2.2,0,0.168
220,4,2.2,0,0.1446
220,5,2.2,0,0.1047
220,6,2.2,0,0.1241
220,7,2.2,0,0.0589
221,0,2.21,0,0.1772
221,1,2.21,0,0.0649
221,2,2.21,0,0.0948
221,3,2.21,0,0.0382
221,4,2.21,0,0.1187
221,5,2.21,0,0.2826
221,6,2.21,0,0.1086
221,7,2.21,0,0.2404
222,0,2.22,0,0.0485
222,1,2.22,0,0.2986
222,2,2.22,0,0.2538
222,3,2.22,0,0.2523
222,4,2.22,0,0.2489
222,5,2.22,0,0.0799
222,6,2.22,0,0.1329
222,7,2.22,0,0.0497
223,0,2.23,0,0.1027
223,1,2.23,0,0.1635
223,2,2.23,0,0.2463
223,3,2.23,0,0.0592
223,4,2.23,0,0.2352
223,5,2.23,0,0.1437
223,6,2.23,0,0.2665
223,7,2.23,1,0.2963
224,0,2.24,0,0.0589
224,1,2.24,0,0.1576
224,2,2.24,0,0.1396
224,3,2.24,1,0.268
224,4,2.24,1,0.1696
224,5,2.24,0,0.0582
224,6,2.24,0,0.1546
224,7,2.24,0,0.1275
225,0,2.25,1,0.1943
225,1,2.25,0,0.1154
225,2,2.25,0,0.047
225,3,2.25,0,0.175
225,4,2.25,0,0.0066
225,5,2.25,0,0.2212
225,6,2.25,0,0.1576
225,7,2.25,0,0.1755
226,0,2.26,0,0.0787
226,1,2.26,1,0.1617
226,2,2.26,0,0.1027
226,3,2.26,0,0.2062
226,4,2.26,0,0.1969
226,5,2.26,1,0.2094
226,6,2.26,0,0.0408
226,7,2.26,0,0.1174
227,0,2.27,0,0.1327
227,1,2.27,0,0.1123
227,2,2.27,0,0.1187
227,3,2.27,0,0.1036
227,4,2.27,0,0.2526
227,5,2.27,0,0.0887
227,6,2.27,0,0.1965
227,7,2.27,0,0.0625
228,0,2.28,0,0.2335
228,1,2.28,0,0.1428
228,2,2.28,0,0.1287
228,3,2.28,0,0.2181
228,4,2.28,0,0.1133
228,5,2.28,0,0.0215
228,6,2.28,1,0.1793
228,7,2.28,0,0.2823
229,0,2.29,1,0.2212
229,1,2.29,0,0.1928
229,2,2.29,0,0.0862
229,3,2.29,1,0.1077
229,4,2.29,0,0.0044
229,5,2.29,0,0.0016
229,6,2.29,0,0.2202
229,7,2.29,0,0.1189
230,0,2.3,1,0.2453
230,1,2.3,0,0.0259
230,2,2.3,0,0.0933
230,3,2.3,0,0.2549
230,4,2.3,1,0.2017
230,5,2.3,0,0.0183
230,6,2.3,0,0.0535
230,7,2.3,1,0.2814
231,0,2.31,0,0.0738
231,1,2.31,0,0.048
231,2,2.31,0,0.2913
231,3,2.31,0,0.2747
231,4,2.31,0,0.2067
231,5,2.31,1,0.2951
231,6,2.31,0,0.0977
231,7,2.31,0,0.2471
232,0,2.32,0,0.0143
232,1,2.32,1,0.2816
232,2,2.32,0,0.0478
232,3,2.32,0,0.1588
232,4,2.32,0,0.1877
232,5,2.32,0,0.1844
232,6,2.32,0,0.0514
232,7,2.32,0,0.0992
233,0,2.33,0,0.0412
233,1,2.33,0,0.0942
233,2,2.33,0,0.0537
233,3,2.33,0,0.1226
233,4,2.33,0,0.013
233,5,2.33,0,0.1358
233,6,2.33,0,0.1095
233,7,2.33,0,0.2429
234,0,2.34,0,0.1362
234,1,2.34,0,0.2118
